source_file,date,time,ticker,side,strike,option_type,expiry,dte,price,bid_ask_range,spot,size,premium,volume,oi,vol_oi,chain_bid_ask,share_eqv,iv_pct,delta,theta,gamma,vega,rho,theo,sector,industry,earnings,rule,contract
RBLX_01.08_80call2026-07-17.txt,2026-01-07,00:56:32,RBLX,BID,115,put,2027-01-15,372d,$76.31,$42.00 - $44.80,$43.37,35,$152K,35,26,1.35,100%,"-2,535",47.97,-0.7244,-0.0158,0.009,0.258,-1.0108,43.37,Communication Services,Electronic Gaming & Multimedia,28,,115 put 2027-01-15
RBLX_01.08_80call2026-07-17.txt,2026-01-07,00:07:16,RBLX,ASK,115,call,2027-01-15,372d,$76.62,$7.35 - $8.45,$8.40,"2,966",$2.49M,"3,000","2,658",1.13,99%,"106,427",59.91,0.3588,-0.0234,0.008,0.2898,0.1956,8.40,Communication Services,Electronic Gaming & Multimedia,28,,115 call 2027-01-15
RBLX_01.08_80call2026-07-17.txt,2026-01-06,23:45:51,RBLX,BID,95,put,2026-02-13,36d,$75.50,$18.80 - $22.70,$20.20,16,$32K,16,0,-,100%,"-1,414",55.49,-0.8835,-0.0344,0.0145,0.0477,-0.0905,20.20,Communication Services,Electronic Gaming & Multimedia,28,,95 put 2026-02-13
RBLX_01.08_80call2026-07-17.txt,2026-01-06,23:22:47,RBLX,BID,73,call,2026-02-06,29d,$75.97,$7.80 - $9.85,$7.80,100,$78K,104,0,-,100%,"6,164",71.68,0.6164,-0.0979,0.0241,0.0845,0.0332,7.80,Communication Services,Electronic Gaming & Multimedia,28,,73 call 2026-02-06
RBLX_01.08_80call2026-07-17.txt,2026-01-03,04:17:32,RBLX,ASK,60,put,2026-02-20,43d,$80.67,$1.03 - $1.12,$1.10,300,$33K,353,141,2.50,87%,"-3,005",70.18,-0.1002,-0.0371,0.0085,0.0519,-0.0123,1.10,Communication Services,Electronic Gaming & Multimedia,28,,60 put 2026-02-20
RBLX_01.08_80call2026-07-17.txt,2026-01-03,03:00:27,RBLX,BID,100,call,2026-02-13,36d,$79.13,$1.10 - $2.53,$1.55,756,$117K,761,0,-,100%,"13,430",66.49,0.1776,-0.0554,0.0146,0.0698,0.0144,1.55,Communication Services,Electronic Gaming & Multimedia,28,,100 call 2026-02-13
RBLX_01.08_80call2026-07-17.txt,2026-01-03,01:46:26,RBLX,BID,65,put,2028-01-21,743d,$79.65,$13.40 - $15.20,$14.15,100,$142K,100,67,1.49,100%,"-2,570",51.81,-0.257,-0.0125,0.0055,0.3679,-0.7104,14.15,Communication Services,Electronic Gaming & Multimedia,28,,65 put 2028-01-21
RBLX_01.08_80call2026-07-17.txt,2026-01-01,01:39:27,RBLX,BID,97,put,2026-01-23,15d,$81.38,$14.55 - $16.95,$15.73,20,$31K,32,6,5.33,100%,"-1,923",38.48,-0.9615,-0.014,0.0106,0.0171,-0.0592,15.73,Communication Services,Electronic Gaming & Multimedia,28,,97 put 2026-01-23
RBLX_01.08_80call2026-07-17.txt,2025-12-31,04:05:22,RBLX,ASK,93,put,2026-01-23,15d,$82.16,$10.70 - $12.35,$11.53,30,$35K,30,21,1.43,100%,"-2,547",44.37,-0.8489,-0.0454,0.0251,0.0494,-0.0534,11.53,Communication Services,Electronic Gaming & Multimedia,28,,93 put 2026-01-23
RBLX_01.08_80call2026-07-17.txt,2025-12-30,04:13:14,RBLX,BID,120,put,2026-01-16,8d,$81.48,$36.95 - $40.55,$36.95,47,$174K,47,23,2.04,100%,"-3,936",151.33,-0.8374,-0.1867,0.009,0.0445,-0.0536,40.55,Communication Services,Electronic Gaming & Multimedia,28,,120 put 2026-01-16
